VacunacionId,VacunacionFecha,hora,VacunacionContra,timestamp,vacunaNombre,VacunaMarca,temperatura,peso,referencia,notaCaja,timestamp,timestamp,VacunacionMascotaId,referenciaId
18461,2020-12-21,00:00:00,canigen MHA2PUPPY,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5491,2
18462,2021-01-05,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5491,2
18463,2021-01-06,00:00:00,Rabia A508A01 11/22,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,2880,2
18464,2021-01-06,00:00:00,Rabia A508A01 11/22,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,2881,2
18465,2021-01-06,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5518,2
18466,2021-01-07,00:00:00,Rabia A508A01 11/22,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5136,2
18467,2021-01-07,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5333,2
18468,2021-01-07,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5215,2
18469,2021-01-07,00:00:00,dHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5220,2
18470,2021-01-08,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5330,2
18471,2021-01-08,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5389,2
18472,2021-01-08,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5530,2
18473,2021-01-08,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5129,2
18474,2021-01-08,00:00:00,Rabia A508A01 11/22,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,4946,2
18475,2020-12-17,00:00:00,sin detalles,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5532,2
18476,2021-01-08,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5532,2
18477,2021-01-09,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5538,2
18478,2021-01-11,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,1011,2
18479,2021-01-11,00:00:00,lepto A447A02dhppi A585F01,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,3111,2
18480,2021-01-11,00:00:00,DHPPI A585F01LEPTO A447A02,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5180,2
18481,2021-01-11,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5462,2
18482,2020-12-12,00:00:00,hipradog DP,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5546,2
18483,2021-01-11,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5546,2
18484,2021-05-25,00:00:00,sin detalles,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,4102,2
18485,2021-01-11,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5551,2
18486,2021-01-12,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5556,2
18487,2021-01-12,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5557,2
18488,2021-01-12,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21proxima HEXADOG,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5292,2
18489,2021-01-12,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,2489,2
18490,2021-01-12,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5112,2
18491,2021-02-16,00:00:00,Rabia A508A01 11/22,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5112,2
18492,2021-01-12,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5563,2
18493,2020-12-18,00:00:00,c4/cv,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5564,2
18494,2021-01-12,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5564,2
18495,2021-01-12,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5511,2
18496,2020-06-17,00:00:00,sin detalles,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,3379,2
18497,2021-01-12,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,3379,2
18498,2021-01-13,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5449,2
18499,2021-01-13,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5483,2
18500,2021-01-13,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5183,2
18501,2021-01-13,00:00:00,Rabia A508A01 11/22,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5036,2
18502,2021-01-13,00:00:00,RCP L481897 27/11/21,2000-01-01 00:00:00,PUREVAC,BOEHRINGER,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5572,2
18503,2021-01-13,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5439,2
18504,2021-01-13,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5448,2
18505,2020-12-15,00:00:00,sin detalles,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5574,2
18506,2021-01-13,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5574,2
18507,2021-01-13,00:00:00,Rabia A508A01 11/22,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,1422,2
18508,2021-01-13,00:00:00,Rabia A508A01 11/22,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5263,2
18509,2021-01-13,00:00:00,DHPPPI LEPTO,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5312,2
18510,2021-01-14,00:00:00,Rabia A508A01 11/22,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,4949,2
18511,2020-05-15,00:00:00,L468501 12/2/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5582,2
18512,2021-01-14,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5498,2
18513,2021-01-14,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5380,2
18514,2021-01-14,00:00:00,RCP L481897 27/11/21Rabia L474982 14/4/21,2000-01-01 00:00:00,RCP + RABIA,BOEHRINGER,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5276,2
18515,2020-05-25,00:00:00,sin detalles,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5585,2
18516,2021-01-15,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5585,2
18517,2020-05-25,00:00:00,sin detalles,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5586,2
18518,2021-01-15,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5586,2
18520,2021-01-18,00:00:00,RCP L481897 27/11/21Rabia L474982 14/4/21,2000-01-01 00:00:00,RCP + RABIA,BOEHRINGER,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,3711,2
18521,2021-01-18,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5600,2
18522,2021-01-18,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5429,2
18523,2021-01-18,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5603,2
18524,2021-01-18,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,4486,2
18525,2021-01-18,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5450,2
18526,2021-01-18,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5548,2
18527,2021-01-18,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,1938,2
18528,2020-03-16,00:00:00,sin detalles,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,1938,2
18529,2021-01-18,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,3008,2
18530,2020-03-16,00:00:00,sin detalles,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,3008,2
18531,2021-01-18,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,3617,2
18532,2020-03-16,00:00:00,sin detalles,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,3617,2
18533,2021-01-19,00:00:00,PUPPY DP A 172A01,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5607,2
18534,2020-04-08,00:00:00,sin detalles,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,4121,2
18535,2021-01-19,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5478,2
18536,2021-01-19,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5247,2
18537,2021-01-19,00:00:00,RCP L481897 27/11/21,2000-01-01 00:00:00,PUREVAC,BOEHRINGER,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5366,2
18538,2021-01-19,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5350,2
18539,2021-01-19,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5351,2
18540,2020-03-14,00:00:00,sin detalles,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5166,2
18541,2021-01-19,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5352,2
18542,2021-01-19,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,1724,2
18543,2021-01-19,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5610,2
18544,2021-01-19,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5481,2
18545,2021-01-19,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5479,2
18546,2021-01-19,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5612,2
18547,2021-01-20,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5362,2
18548,2021-01-20,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5615,2
18549,2021-01-20,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5453,2
18550,2021-01-20,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5616,2
18551,2021-01-21,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5587,2
18552,2021-01-21,00:00:00,Rabia A508A01 11/22,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5012,2
18553,2021-01-21,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5137,2
18554,2021-01-21,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5326,2
18555,2021-01-21,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5619,2
18556,2021-01-21,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5267,2
18557,2021-03-10,00:00:00,Rabia A508A01 11/22,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5267,2
18558,2021-01-22,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5588,2
18559,2021-01-22,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,4931,2
18560,2021-01-22,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,2541,2
18561,2021-01-22,00:00:00,RCP L481897 27/11/21Rabia L474982 14/4/21,2000-01-01 00:00:00,RCP + RABIA,BOEHRINGER,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,4311,2
18562,2021-01-22,00:00:00,Rabia A508A01 11/22RCP L481897 27/11/21,2000-01-01 00:00:00,RCP + RABIA,BOEHRINGER,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,3245,2
18563,2020-08-26,00:00:00,A504C02 08/22 Intervet,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5624,2
18564,2021-01-22,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5624,2
18565,2021-01-22,00:00:00,RCP L481897 27/11/21,2000-01-01 00:00:00,PUREVAC,BOEHRINGER,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5584,2
18566,2021-01-22,00:00:00,RCP L481897 27/11/21,2000-01-01 00:00:00,PUREVAC,BOEHRINGER,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5627,2
18567,2021-01-22,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,4505,2
18568,2021-01-22,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5359,2
18569,2021-01-22,00:00:00,dhppi lepto,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,1279,2
18570,2021-03-12,00:00:00,rabia,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,1279,2
18571,2021-01-22,00:00:00,dhppi lepto,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,3636,2
18572,2021-03-12,00:00:00,rabia,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,3636,2
18573,2021-01-23,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5148,2
18574,2021-01-23,00:00:00,purevax rcp L481897purevax rabies L474982,2000-01-01 00:00:00,RCP + RABIA,BOEHRINGER,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5255,2
18575,2020-06-12,00:00:00,rcp L475349 11/4/21,2000-01-01 00:00:00,PUREVAC,BOEHRINGER,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5623,2
18576,2020-07-09,00:00:00,RCP L475349 11/4/21RABIA L472793 29/10/20,2000-01-01 00:00:00,RCP + RABIA,BOEHRINGER,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5623,2
18577,2021-01-23,00:00:00,RCP L481897 27/11/21Rabia L474982 14/4/21,2000-01-01 00:00:00,RCP + RABIA,BOEHRINGER,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5480,2
18578,2021-01-25,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5636,2
18579,2021-01-25,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5639,2
18580,2021-01-25,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,2037,2
18581,2021-01-25,00:00:00,Hexadog L473710 8/4/21,2000-01-01 00:00:00,HEXADOG,MERIAL,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,1791,2
18582,2021-01-25,00:00:00,DP A169C02 2/22,2000-01-01 00:00:00,DP,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5547,2
18583,2021-01-25,00:00:00,Rabia A508A01 11/22,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,992,2
18584,2021-01-25,00:00:00,DHPPI LEPTO,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5360,2
18585,2021-01-25,00:00:00,Rabia A508A01 11/22,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5567,2
18586,2021-01-26,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5503,2
18587,2021-01-26,00:00:00,DHPPi A585F01 9/21,2000-01-01 00:00:00,DHPPI,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,5464,2
18588,2020-06-19,00:00:00,A504C02 08/22 rabia intervet,2000-01-01 00:00:00,RABIA,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,4122,2
18589,2021-01-26,00:00:00,DHPPi A585F01 9/21Lepto A4443A01 10/21,2000-01-01 00:00:00,DHPPI + LEPTO,INTERVET,0.0,0.0,sin referencia,sin nota,2000-01-01 00:00:00,2000-01-01 00:00:00,4122,2
