id,NOMBRE,SEXO,FECHA_NAC,deceso,observaciones,nro_chip,socio,enable,clienteId,colorId,razaId,especieId
1539,PANCHO,MACHO,2004-06-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1182,2,202,1
1540,ANTONIN,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1183,23,62,16
1541,VITO,MACHO,2008-08-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1235,1,333,1
1542,LARA,HEMBRA,2011-06-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,1,132,1
1543,LEON,MACHO,2012-04-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1237,6,79,1
1544,GALILEO,MACHO,2005-12-05T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1238,10,330,1
1545,KEIKO,MACHO,2002-08-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1239,3,330,1
1546,BRANDY,MACHO,2011-01-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1240,1,324,1
1547,TECKEL,MACHO,2011-11-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1241,1,202,1
1548,TABA,MACHO,2011-07-13T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1242,7,338,1
1549,LULU,HEMBRA CASTRADA,2010-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1244,3,326,1
1550,PRETA,HEMBRA,2011-11-16T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1245,3,333,1
1551,TONY,MACHO,2009-06-08T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1246,18,124,1
1552,TINO,MACHO,2003-08-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1246,18,124,1
1553,RORO,MACHO,2011-08-11T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,11,120,2
1554,SACU,MACHO,2010-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1083,18,193,1
1555,SULTAN,MACHO,2011-05-24T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1248,6,79,1
1556,FELIPE,MACHO,2011-10-25T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1249,4,310,1
1557,MIA,HEMBRA,2011-11-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1250,9,333,1
1558,ZUMBA,MACHO,2011-12-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1251,2,338,1
1559,MUSS,MACHO,1996-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1084,22,333,1
1560,THAY,HEMBRA,2010-09-10T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1085,30,218,1
1561,YARA,HEMBRA,2005-06-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1086,46,326,2
1562,FEFO,MACHO,1996-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1087,25,328,1
1563,REINA,HEMBRA,2006-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1088,3,330,1
1564,RUBIO,MACHO,2004-04-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1088,3,330,1
1565,ENZO,MACHO,2011-08-03T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1252,9,333,1
1566,PACO,MACHO,2011-12-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1253,27,333,1
1567,LUNA,HEMBRA,2001-06-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1254,6,99,1
1568,CALI,HEMBRA,2006-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1089,1,79,1
1569,VICENTE,MACHO,2007-11-22T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1255,10,330,1
1570,ABRIL,HEMBRA CASTRADA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,688,1,92,1
1571,AUDI,HEMBRA,2011-12-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,308,30,218,1
1572,REX,MACHO,2005-03-27T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1256,30,339,1
1573,TONGO,MACHO,1996-02-10T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1257,23,374,1
1574,JIMMY,MACHO CASTRADO,2010-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1258,29,344,2
1575,UMA,HEMBRA,2011-11-03T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1259,9,334,1
1576,EDUARDO,MACHO,2011-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1260,10,330,1
1577,MILO,MACHO,1995-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1261,1,328,1
1578,OTTO,MACHO,1998-12-08T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1262,10,330,1
1579,LUNA,HEMBRA CASTRADA,1997-11-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1263,1,326,1
1580,MORO,MACHO,2011-12-18T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1264,3,193,1
1581,BACILIO,MACHO,2007-09-21T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1265,10,330,1
1582,ROCKY,MACHO,2011-11-03T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1266,9,220,1
1583,VINICIUS,MACHO CASTRADO,2011-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1267,1,201,2
1584,VINICIUS,MACHO CASTRADO,2011-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1268,1,201,2
1585,KALIF,MACHO,2011-10-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1269,1,81,1
1586,GORO,MACHO,2012-10-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1271,18,326,1
1587,GORO,MACHO,2011-10-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,601,18,326,1
1588,LUCKY,MACHO,2004-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1272,61,324,1
1589,PASTOR,MACHO,2011-11-05T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1273,30,163,1
1590,JUANITA,HEMBRA,1997-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1274,3,326,1
1591,HUNTER,MACHO,2011-09-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,3,218,1
1592,BACILIO,MACHO,2007-09-21T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1275,10,330,1
1593,BAZUK,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1276,6,79,1
1594,MARTINA,HEMBRA,2011-10-21T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1277,30,326,1
1595,OLIVIA,HEMBRA,2009-03-23T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1278,1,112,1
1596,MILI,HEMBRA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1279,1,326,1
1597,MIA,HEMBRA,2011-11-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1280,1,344,2
1598,SANTINO,MACHO,2012-01-05T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1281,9,334,1
1599,GAIA,HEMBRA,2011-12-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,123,3,344,2
1600,SASHA,HEMBRA,2002-05-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1282,9,334,1
1601,MISHA,HEMBRA CASTRADA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1283,1,344,2
1602,RIMO,MACHO,2008-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1285,30,375,1
1603,PANCHO,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1184,2,198,1
1604,RONCO,MACHO,2012-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1286,9,334,1
1605,NO TIENE TODAVIA,MACHO,2011-12-23T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,9,334,1
1606,TOMY,MACHO,2004-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1185,4,310,1
1607,LUCKY,MACHO,2011-12-10T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1288,18,341,1
1608,BLACKY,MACHO,1997-04-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,17,23,326,1
1609,KABHA,HEMBRA,2011-09-08T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,270,3,500,1
1610,NO TIENE,MACHO,2011-11-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1289,3,340,1
1611,BRISA,HEMBRA,2011-06-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1186,18,351,1
1612,LOLI,HEMBRA,2008-06-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1187,18,375,1
1613,MATEO,MACHO,2009-11-17T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1188,4,310,1
1614,MORDELÃ‹N,MACHO,2008-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1290,18,326,1
1615,CABEZA,MACHO,2007-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1291,1,388,1
1616,FRAN,MACHO,2011-12-29T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,22,334,1
1617,LOLA,HEMBRA,2004-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1189,3,371,1
1618,CATALINA,HEMBRA,2003-07-04T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1190,3,326,1
1619,SHIVA,MACHO,2011-09-10T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1191,7,112,1
1620,TINA,HEMBRA,2010-01-23T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1192,3,340,1
1621,NEGRO,MACHO,2012-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1293,1,326,1
1622,TIFON,MACHO,2008-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1294,3,383,1
1623,RESCATADO REFUGIO,MACHO,2011-12-25T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1295,10,330,1
1624,MAX,MACHO,2012-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1296,18,326,1
1625,TOMY,MACHO,2010-09-24T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1193,10,328,1
1626,YALU,HEMBRA,2011-10-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,873,7,389,1
1627,LULY,HEMBRA,2010-02-23T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1195,9,333,1
1628,PAULINO,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1137,1,201,2
1629,MILLIE,HEMBRA,2009-06-08T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1138,1,339,1
1630,JOGO,MACHO,2007-08-14T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1140,1,343,1
1631,ROMEO,MACHO,2008-11-07T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1141,10,331,1
1632,COLITA,HEMBRA,1997-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1297,23,326,1
1633,VALENTIN,MACHO,2002-12-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1298,4,344,2
1634,FELIPE,MACHO,2010-02-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1299,4,344,2
1635,MIA,HEMBRA,2011-11-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1196,9,334,1
1636,MONITO,MACHO,2011-09-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1197,23,343,1
1637,MORA,HEMBRA CASTRADA,2003-02-05T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1198,7,74,1
1638,FELIPE,MACHO,2009-01-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1199,1,179,1
1639,ZEUS,MACHO,2006-07-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1142,2,92,1
1640,PRAGA,HEMBRA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,326,1,201,2
1641,LAIKA,HEMBRA,2005-10-10T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1143,1,92,1
1642,BEN,MACHO,2011-12-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1300,18,326,1
1643,LOLITA,HEMBRA CASTRADA,2003-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,4,345,2
1644,ISA,HEMBRA CASTRADA,2005-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,28,30,324,1
1645,BARU,MACHO,2011-03-04T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1200,1,68,1
1646,TIGRE,MACHO CASTRADO,2007-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,7,344,2
1647,TOBY,MACHO,2008-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1144,1,262,1
1648,LEGO,MACHO,2006-11-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1145,3,326,1
1649,PRINCESA,HEMBRA,2011-10-21T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1311,3,326,1
1650,KENT,MACHO,1996-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1146,30,163,1
1651,MIMI,HEMBRA,2011-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1312,22,197,1
1652,HADES,MACHO,2011-06-07T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1313,7,346,1
1653,MINTO,MACHO,2009-04-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1315,10,330,1
1654,GASPAR,MACHO CASTRADO,1998-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,4,500,2
1655,CANELA,MACHO,1993-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1316,24,326,1
1656,VASILIO,MACHO,2007-10-21T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1301,10,330,1
1657,FLORENCIA,HEMBRA,2001-04-05T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1317,10,330,1
1658,MAKY,HEMBRA,2005-08-09T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1369,9,334,1
1659,MANDINGA,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1317,3,345,2
1660,MAMBA,HEMBRA,2012-02-25T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1370,39,29,1
1661,SIN NOMBRE,MACHO,2011-12-21T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1318,18,326,1
1662,DUKE,MACHO,2012-02-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1371,18,241,1
1663,CANDY,HEMBRA,2008-11-10T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1319,9,333,1
1664,LUNA,HEMBRA,2005-01-25T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1320,3,81,1
1665,TONGO,MACHO,2009-06-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1323,24,330,1
1666,COVU,MACHO,2011-11-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1321,10,326,1
1667,SABINA,HEMBRA,2011-10-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1031,1,344,2
1668,POPI,MACHO,2011-12-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,10,330,1
1669,ONA,HEMBRA,2008-09-17T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1372,18,162,1
1670,ROCO,MACHO,2009-05-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1323,30,326,1
1671,FLOPY,HEMBRA,2011-07-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1302,9,333,1
1672,AGUSTINA,HEMBRA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1373,4,344,2
1673,LAIKA,HEMBRA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1324,18,389,1
1674,MIA,HEMBRA,2011-12-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1325,18,326,1
1675,CARLINA,HEMBRA CASTRADA,2009-09-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,749,1,343,1
1676,PEPE,MACHO,2005-12-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1303,18,197,1
1677,ORION,MACHO,2012-01-08T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1326,40,326,1
1678,MILAGROS,HEMBRA,2012-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1374,18,326,1
1679,MIYU,MACHO,2011-12-16T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1304,4,344,2
1680,MAFIA,HEMBRA,2012-01-13T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1328,3,330,1
1681,MAITE,HEMBRA,2012-05-16T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1375,1,351,1
1682,LUCKY,MACHO,2012-01-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1329,2,124,1
1683,LULA,HEMBRA,2011-11-14T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1188,1,352,1
1684,MIA,HEMBRA,2012-02-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,416,18,326,1
1685,SPOT,MACHO,2000-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1330,1,124,1
1686,PANCHITA,HEMBRA CASTRADA,2001-01-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1305,27,333,1
1687,HILARY,HEMBRA,2012-02-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1376,30,324,1
1688,BRACO,MACHO,2012-01-08T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1331,29,80,1
1689,NAPO,MACHO,2010-05-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1377,6,79,1
1690,LUZ,HEMBRA,2012-01-24T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1332,1,326,1
1691,TANO,MACHO,2012-03-19T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1378,2,218,1
1692,LULA,HEMBRA CASTRADA,1999-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1333,39,174,1
1693,ENANO,MACHO,2006-10-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1379,9,57,1
1694,BAS,MACHO,2012-02-13T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1334,27,334,1
1695,PEPE MUJICA,MACHO,2004-12-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1335,11,197,1
1696,DOLCE,MACHO,2012-01-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1351,10,330,1
1697,TONIO,MACHO,2011-12-09T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1336,3,326,1
1698,MANCHITA,HEMBRA,2004-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1057,1,375,1
1699,PANCHITA,HEMBRA,2011-12-09T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1336,7,326,1
1700,ROCO,MACHO,2012-02-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,3,124,1
1701,DOLCE,HEMBRA CASTRADA,2009-12-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1337,1,201,2
1702,MANTECA,HEMBRA,2004-11-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1381,10,330,1
1703,PATRICIA,HEMBRA,2012-01-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1306,6,79,1
1704,ZHAIRA,HEMBRA,2004-05-18T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1338,3,328,1
1705,BLANQUITA,HEMBRA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1382,1,326,1
1706,SOLE,HEMBRA CASTRADA,2007-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1307,30,326,1
1707,SPIKE,MACHO,2011-01-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1339,9,333,1
1708,DULCINEA,HEMBRA,2012-03-19T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1383,9,334,1
1709,TINY,HEMBRA,1999-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1323,3,333,1
1710,MIA,HEMBRA,2011-09-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1384,3,326,1
1711,LEON,MACHO,2011-12-16T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,227,6,79,1
1712,TORIBIO,MACHO,2009-12-23T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1340,1,326,1
1713,MAGA,HEMBRA,2007-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1384,2,326,1
1714,GITANO,MACHO,2012-01-05T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1341,1,62,1
1715,ANIKIA,HEMBRA,2012-01-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1183,3,326,1
1716,CAMILO,MACHO CASTRADO,2009-08-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1120,4,344,2
1717,AQUABELLE,HEMBRA,2016-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1385,1,201,2
1718,GOOFI,MACHO,2012-03-13T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1386,9,389,1
1719,NENA,HEMBRA CASTRADA,2003-11-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1387,18,326,1
1720,BETHOVEN,MACHO,2012-02-21T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1388,23,174,1
1721,POOKIEE,HEMBRA,2003-08-17T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1308,1,326,1
1722,KAPAC,MACHO,1996-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1389,3,218,1
1723,SOPHIE,HEMBRA,2009-12-27T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1309,30,324,1
1724,ERNESTO,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1390,4,182,1
1725,SWETY,HEMBRA,2012-02-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1309,30,324,1
1726,WILSON,MACHO,2001-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,11,375,1
1727,TILO,MACHO CASTRADO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,560,15,344,2
1728,SAHIB,MACHO,2003-02-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1342,6,79,1
1729,TROY,MACHO,2010-04-30T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1310,9,334,1
1730,OSCAR,MACHO,2012-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1343,29,326,1
1731,VICENTA,HEMBRA CASTRADA,2011-06-13T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1344,58,326,1
1732,TEO,MACHO,2000-12-30T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1345,1,197,1
1733,JAMAIKINA,HEMBRA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1416,1,324,1
1734,CARACE,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1416,1,326,1
1735,FACUNDO,MACHO,2012-04-30T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1417,18,375,1
1736,MAMI,HEMBRA CASTRADA,2007-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1214,25,344,2
1737,LALO,MACHO,2012-03-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1392,3,328,1
