id,NOMBRE,SEXO,FECHA_NAC,deceso,observaciones,nro_chip,socio,enable,clienteId,colorId,razaId,especieId
2407,PUMBA,HEMBRA,2013-01-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1902,25,326,1
2408,ALEJANDRIA,HEMBRA,2012-08-23T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1903,9,333,1
2409,NEGRINHIO,MACHO CASTRADO,2006-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1904,3,394,1
2410,BOBO,MACHO,2012-06-21T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1905,1,148,1
2411,INDIO,MACHO CASTRADO,2009-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1906,9,57,1
2412,RENATA,HEMBRA,2005-08-25T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1104,23,33,1
2413,LOLA,HEMBRA CASTRADA,2003-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1907,1,331,1
2414,NACHO,MACHO,2004-12-07T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1105,9,57,1
2415,LARA,HEMBRA CASTRADA,2001-11-18T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1907,30,5,1
2416,TOTO,MACHO CASTRADO,2005-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1907,9,326,1
2417,GORDO,MACHO,2009-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1908,4,344,2
2418,CACHORROS,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1635,1,326,1
2419,TOMY,MACHO CASTRADO,2010-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1909,1,201,2
2420,CATA,HEMBRA,2012-12-16T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,46,23,309,1
2421,SOL,HEMBRA,2012-11-13T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1910,4,45,1
2422,BENGIL,MACHO,2013-03-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1926,22,334,1
2423,POMPI,MACHO,2000-09-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1747,9,334,1
2424,POPI,HEMBRA,2000-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,1,326,1
2425,BUBBU8,MACHO,2004-09-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1748,1,112,1
2426,POPI,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1749,9,333,1
2427,PINCKY,MACHO,2012-04-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1177,1,332,1
2428,BENJI,MACHO,2010-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1548,18,326,1
2429,ENCONTRADAS,HEMBRA,2013-02-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1928,1,326,1
2430,MIA,HEMBRA CASTRADA,2005-04-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,1,343,1
2431,AGO,MACHO,2011-12-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1912,30,326,1
2432,PERRITA,HEMBRA,2013-03-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,34,340,1
2433,LINDA,HEMBRA,2012-11-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,30,326,1
2434,GATURRO,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,96,1,344,2
2435,MISTERIO,MACHO,2013-03-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1930,23,174,1
2436,ROCKY,MACHO,2012-12-24T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,30,347,1
2437,HINA,HEMBRA,2012-11-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1412,1,113,1
2438,SNOOPY,MACHO,1997-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1880,18,326,1
2439,BOBIK,MACHO,2013-03-24T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1931,9,11,1
2440,PRRITO,MACHO,2013-03-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1914,1,340,1
2441,NENA,HEMBRA,2013-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1881,1,500,1
2442,SOZINHO,MACHO,2013-05-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1932,22,333,1
2443,JANE,HEMBRA CASTRADA,2002-09-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1915,1,326,1
2444,MARA,HEMBRA,2013-03-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,34,361,1
2445,TOMY,MACHO,2013-02-26T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1933,9,334,1
2446,JAZMIN,HEMBRA,2013-04-24T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1934,22,334,1
2447,NERON,MACHO,2012-02-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1934,6,79,1
2448,BARBIE,HEMBRA,2011-09-29T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1750,18,140,1
2449,TADEO,MACHO,2005-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1935,2,349,1
2450,TITINA,HEMBRA,2000-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1752,18,341,1
2451,SASHA,HEMBRA,2011-12-25T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1936,9,334,1
2452,MIA,HEMBRA,2012-12-31T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1753,22,333,1
2453,YAYA,HEMBRA,2005-02-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,267,6,79,1
2454,ABRIL,HEMBRA CASTRADA,2012-12-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1966,34,330,1
2455,CHIARA BELLA,HEMBRA,2013-03-29T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1469,1,273,1
2456,BATÃ‹N,MACHO,2007-10-13T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1916,24,330,1
2457,ROXY,HEMBRA,2011-04-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1937,1,347,1
2458,LORENZO,MACHO,2008-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,969,10,330,1
2459,JACK,MACHO,1997-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1917,1,326,1
2460,MILLIE,MACHO,2005-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,96,7,326,2
2461,POLO,MACHO,2013-04-10T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1938,25,381,1
2462,ENCONTRASDO SARNI,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1939,18,326,1
2463,TUTU,MACHO,2013-04-17T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1967,30,326,1
2464,SOL,HEMBRA,2012-03-03T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1751,9,333,1
2465,MIA,HEMBRA,2013-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1940,1,344,2
2466,BUJIA,MACHO,2011-03-03T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,306,24,124,1
2467,MECHITA,HEMBRA CASTRADA,2012-06-26T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1533,1,344,2
2468,GAZNA,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1941,3,344,2
2469,CHOCOLATE,MACHO,2004-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,306,1,124,1
2470,RITA,HEMBRA,2011-10-17T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1754,6,79,1
2471,DAVID,MACHO,2013-05-23T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,270,3,178,1
2472,DIANA,HEMBRA,2010-06-09T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1968,1,324,1
2473,BONY,HEMBRA,2002-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1755,1,326,1
2474,GOLIAT,MACHO,2013-06-23T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,270,3,178,1
2475,MILIE,HEMBRA CASTRADA,2005-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,3,351,1
2476,CACHORRA,HEMBRA,2013-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1289,1,349,1
2477,SOFIA,HEMBRA CASTRADA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1943,1,388,1
2478,LUDOVICA,HEMBRA,2010-02-03T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1969,34,163,1
2479,CACHORRRO,MACHO,2013-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1289,1,349,1
2480,SOLITA,HEMBRA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1944,1,79,1
2481,LUCIA,HEMBRA,2007-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1759,1,326,1
2482,VIRO,MACHO,2013-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1918,3,344,2
2483,CACHA  / COMBA,HEMBRA,2013-04-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1538,9,220,1
2484,IVAN,MACHO,2011-01-04T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,10,222,1
2485,KAFU / YATAI,MACHO,2013-04-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1538,9,220,1
2486,KIARA,HEMBRA,2011-01-10T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1871,23,174,1
2487,REY,MACHO,2004-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1970,3,326,1
2488,MORA,HEMBRA,2013-02-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1945,1,79,1
2489,BERNARDO,MACHO,2011-02-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1871,23,174,1
2490,GUAPO,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1971,1,374,1
2491,DUCKN,INDEFINIDO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1946,1,340,1
2492,RUEY,MACHO CASTRADO,2004-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,7,338,1
2493,VIKINGO,MACHO,2004-10-24T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1946,1,343,1
2494,OLIVIA,HEMBRA,2010-06-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1973,4,45,1
2495,LUNA,HEMBRA,1998-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1974,1,326,1
2496,NEGRO,MACHO CASTRADO,2005-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,7,344,2
2497,ONE,MACHO,2013-05-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1975,6,326,1
2498,SIN NOMBRE,HEMBRA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1976,1,326,1
2499,VAGO,MACHO,2001-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1871,45,326,1
2500,ESTRELLITA,HEMBRA,1997-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1977,15,345,2
2501,CANDELA,HEMBRA CASTRADA,2011-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1756,1,202,1
2502,CHACHO,MACHO,2003-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1871,15,345,2
2503,PINKY,MACHO,2012-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1978,1,332,1
2504,MORITA,HEMBRA,2012-12-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1757,3,351,1
2505,CLIFF,MACHO,2001-05-04T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1979,1,121,1
2506,PERRITA,HEMBRA,2013-06-13T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1980,18,326,1
2507,CACHORRA,HEMBRA,2013-06-13T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1980,18,326,1
2508,PANCHO,MACHO,2009-12-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1795,9,334,1
2509,OSO,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1981,1,79,1
2510,BLACKY,HEMBRA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2005,1,340,1
2511,LUNA,HEMBRA,2013-05-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,198,6,326,1
2512,BRUNO,MACHO,2009-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1871,42,344,2
2513,MAXI,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2005,1,79,1
2514,MORENA,HEMBRA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1982,1,79,1
2515,UMA,HEMBRA,2013-01-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1856,1,344,2
2516,COTY,INDEFINIDO,2009-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1871,1,201,2
2517,TUTA,INDEFINIDO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2005,1,500,16
2518,MEL,HEMBRA CASTRADA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1983,3,371,1
2519,CARDEL,INDEFINIDO,2009-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1871,1,201,2
2520,TIMBA,HEMBRA,2013-06-13T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1980,1,326,1
2521,ANGUS,MACHO,2011-11-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1857,2,389,1
2522,MORENA,HEMBRA,2012-01-27T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1984,4,326,1
2523,JULY,HEMBRA CASTRADA,2000-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1985,22,333,1
2524,TOBY,MACHO,1995-09-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1472,9,333,1
2525,RITA,HEMBRA,2009-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,30,361,1
2526,LUNA,HEMBRA CASTRADA,2013-05-08T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1986,1,347,1
2527,TOBY,MACHO,2013-04-14T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1920,22,333,1
2528,HOOCH,MACHO,2011-11-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1987,1,222,1
2529,PERRITO,MACHO,2013-04-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1921,4,334,1
2530,MANCHI,HEMBRA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2005,1,343,1
2531,LOQUILLO,INDEFINIDO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2005,1,500,1
2532,OCCI,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1988,1,374,1
2533,YUMA,HEMBRA,2010-02-09T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2006,58,273,1
2534,MISHI,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1989,1,344,2
2535,LULU,HEMBRA,2002-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2006,1,333,1
2536,TOTO,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1990,29,344,2
2537,DIANA,HEMBRA,2009-09-26T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2007,1,330,1
2538,PANQUITA,HEMBRA,2000-08-13T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2008,1,326,1
2539,RUSO,MACHO,2013-03-17T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1955,1,222,1
2540,APOLO,MACHO,2013-04-27T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2009,9,74,1
2541,PUPPY,HEMBRA,2012-06-14T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1991,9,333,1
2542,CARMELITA,HEMBRA,2013-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1992,1,326,1
2543,GARFIELD,MACHO,2011-09-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2010,1,344,2
2544,PELUSA,HEMBRA,2013-04-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2011,10,331,1
2545,TATO,MACHO,2013-05-30T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1993,1,334,1
2546,GASPAR,MACHO,2011-03-11T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2012,10,330,1
2547,SUSHI,HEMBRA CASTRADA,2012-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1994,1,344,2
2548,CAROLINA,HEMBRA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2013,1,326,1
2549,SANDOKAN,MACHO,2004-09-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1996,1,326,1
2550,MEMO,MACHO,2013-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2014,1,344,2
2551,MORA,HEMBRA CASTRADA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1876,34,395,1
2552,FELPE,MACHO,2013-01-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,1,326,1
2553,CHIQUITO,INDEFINIDO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1922,18,347,1
2554,MAIA,HEMBRA,2013-06-19T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2016,1,328,1
2555,ZEUS,MACHO,2011-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1923,10,330,1
2556,NEGRA,HEMBRA CASTRADA,1998-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,4,334,1
2557,LUPE,HEMBRA,2004-06-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1491,1,92,1
2558,WULEY,MACHO,2003-12-07T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1924,1,133,1
2559,RUFO,MACHO,2011-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1033,1,324,1
2560,PERRO,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2017,1,80,1
2561,BLANQUITO,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,564,1,346,1
2562,BARAC,MACHO,2012-12-13T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1669,25,104,1
2563,KIRA,HEMBRA CASTRADA,2010-06-23T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1244,1,326,1
2564,FLOPY,HEMBRA,2013-03-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1997,1,328,1
2565,TEQUILA,HEMBRA CASTRADA,2013-05-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2018,1,113,1
2566,NEGRITA,HEMBRA,2010-06-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1289,34,340,1
2567,FRIDA KALO,HEMBRA CASTRADA,2012-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3,1,326,1
2568,FILOO,INDEFINIDO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1998,1,121,1
2569,MILI,HEMBRA,2013-04-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1925,1,345,2
2570,DIEGO RIVERA,MACHO CASTRADO,2012-12-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3,30,326,1
2571,VIOLETA,HEMBRA CASTRADA,2001-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1999,9,344,2
2572,DELFINA,HEMBRA,2000-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2019,1,326,1
2573,BARBARA,HEMBRA,2008-08-05T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2020,10,328,1
2574,MORITA,HEMBRA,2013-06-24T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1968,30,324,1
2575,PERRA,HEMBRA,2012-08-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2021,1,62,1
2576,CHANNEL,HEMBRA CASTRADA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1951,1,182,1
2577,PEPE,MACHO,2009-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2022,1,111,1
2578,LUCAS,MACHO,2004-05-11T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2042,1,324,1
2579,FLACO,MACHO,2006-06-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2023,30,326,1
2580,ULISES,MACHO,2013-06-25T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3,10,331,1
2581,BLACKY,MACHO CASTRADO,2005-12-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2023,3,326,1
2582,RUTH,HEMBRA CASTRADA,2010-12-25T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2043,1,345,2
2583,LEYLA,MACHO CASTRADO,2011-09-16T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2023,1,74,1
2584,MORITA,HEMBRA,2013-07-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2044,23,344,2
2585,POLI,HEMBRA,2007-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2024,30,326,1
2586,ANONIMO,MACHO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2045,1,326,1
2587,BENITU,MACHO,2006-01-10T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2025,9,39,1
2588,NATASHA,HEMBRA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1990,7,344,2
2589,MORA,HEMBRA,2010-06-03T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2026,1,310,1
2590,TIGRE,MACHO,2013-01-30T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,693,7,389,1
2591,DREYFUS,MACHO,2008-09-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2046,18,241,1
2592,CANELA,HEMBRA,2007-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,1,331,1
2593,FRIDA,HEMBRA,2003-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,1,343,1
2594,RITA,HEMBRA CASTRADA,2000-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2048,1,326,1
2595,RUBIA,HEMBRA CASTRADA,2010-01-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2049,1,331,1
2596,BALTO,INDEFINIDO,2007-06-27T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2050,10,330,1
2597,AFRICA,HEMBRA,2013-06-16T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2051,34,330,1
2598,MICHI,INDEFINIDO,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2010,1,345,2
2599,ZURICH,MACHO,2013-07-07T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2052,10,331,1
2600,SASHA,HEMBRA,2005-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2027,1,326,1
2601,CHICO,MACHO,2011-10-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1153,18,388,1
2602,TINA,HEMBRA CASTRADA,2018-04-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2053,1,326,1
