MascotaId,MascotaNombre,MascotaSexo,MascotaNacimiento,MascotaDeceso,MascotaObservaciones,MascotaSocio,MascotaClienteId,MascotaColorId,MascotaRazaId,MascotaEspecieId
9402,CHIQUI,femenino,2023-02-06,1000-01-01,sin observaciones,false,8145,15,2,2
9403,OREJAS,masculino,2023-05-01,1000-01-01,sin observaciones,false,8146,3,239,10
9404,GORDITO,masculino,2022-07-07,2023-07-08,sin observaciones,false,8146,9,187,10
9405,TOFY,masculino,2013-08-15,1000-01-01,sin observaciones,false,8147,1,109,1
9406,LULI,femenino,2023-05-25,1000-01-01,sin observaciones,false,2698,1,153,1
9407,TOBY,masculino,2015-11-07,1000-01-01,sin observaciones,false,1190,9,1,1
9408,MALUCO,masculino,2017-07-07,1000-01-01,sin observaciones,false,8148,5,1,1
9409,PERRITA,femenino,2010-07-07,1000-01-01,sin observaciones,false,6619,2,1,1
9410,MANCHADITA,femenino,2022-12-08,1000-01-01,sin observaciones,false,8149,38,2,2
9411,SIMON,masculino,2023-05-10,1000-01-01,sin observaciones,false,8150,6,18,1
9412,PETER,masculino,2014-08-25,1000-01-01,sin observaciones,false,1484,26,16,1
9413,OTTO,masculino,2023-05-29,1000-01-01,sin observaciones,false,8151,1,109,1
9414,CIRUELA,femenino,2023-05-24,1000-01-01,sin observaciones,false,8152,24,1,1
9415,PANCHO,masculino,2006-07-10,1000-01-01,sin observaciones,false,8153,1,109,1
9416,JOHNS,masculino,2018-09-21,1000-01-01,sin observaciones,false,6817,19,19,1
9417,TATI,femenino,2012-07-14,1000-01-01,sin observaciones,false,8154,8,16,1
9418,MARLEY,masculino,2017-01-17,1000-01-01,sin observaciones,false,8155,9,111,1
9419,TOMAS,masculino,2016-07-10,1000-01-01,sin observaciones,false,2348,20,3,2
9420,MAGIE,femenino,2015-07-11,1000-01-01,sin observaciones,false,5529,44,1,1
9421,GENERAL,masculino,2015-07-11,1000-01-01,sin observaciones,false,8156,9,1,1
9422,COKI,femenino,2010-06-20,1000-01-01,sin observaciones,false,8157,9,16,1
9423,LOLA,femenino,2013-07-11,1000-01-01,sin observaciones,false,8158,1,1,1
9424,LARA,femenino,2020-04-17,1000-01-01,sin observaciones,false,8159,1,109,1
9425,CULCAN,masculino,2023-05-04,1000-01-01,sin observaciones,false,8160,5,31,1
9426,KAILA,femenino,2015-07-11,1000-01-01,sin observaciones,false,1984,47,59,1
9427,HARRY,masculino,2020-07-12,1000-01-01,sin observaciones,false,8161,24,2,2
9428,MARLEY,masculino,2010-04-05,1000-01-01,sin observaciones,false,2423,9,1,1
9429,FILIPA,femenino,2022-12-12,1000-01-01,sin observaciones,false,3116,64,2,2
9430,GRETA,femenino,2023-03-12,1000-01-01,sin observaciones,false,6643,2,1,1
9431,JINGGUO TEEMO,masculino,2022-09-13,1000-01-01,sin observaciones,false,4119,6,116,1
9432,SHIVA,femenino,2013-07-13,1000-01-01,sin observaciones,false,667,3,1,1
9433,KIRA,femenino,2023-06-01,1000-01-01,sin observaciones,false,4730,2,33,1
9434,SORE,femenino,2019-07-14,1000-01-01,sin observaciones,false,4411,35,2,2
