id,NOMBRE,SEXO,FECHA_NAC,deceso,observaciones,nro_chip,socio,enabled,clienteId,colorId,razaId,especieId
1153,FILA,MACHO,2010-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,840,7,500,1
1154,BATU,MACHO,2006-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1010,4,45,1
1155,GEA,HEMBRA,2005-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,10,331,1
1156,PUCHI,HEMBRA,2010-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1011,9,333,1
1157,TOM,MACHO,2006-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,842,1,383,1
1158,CHOCOLATE,MACHO,2008-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,906,3,202,1
1159,OTTO,MACHO,2010-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,414,28,182,1
1160,FLOPI,HEMBRA,2010-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,3,351,1
1161,BLACK,MACHO,2005-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,842,1,343,1
1162,CORCHITO,MACHO,2007-07-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1013,9,333,1
1163,MIO,MACHO,2008-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,843,18,148,1
1164,BIN LADEN,MACHO,2011-07-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,907,1,201,2
1165,LOLA,HEMBRA,2009-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,844,1,339,1
1166,ABBY,HEMBRA,2008-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1014,2,196,1
1167,GASTON,MACHO,2005-07-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,908,1,79,1
1168,ROLO,MACHO,2006-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1015,1,79,1
1169,UPA,MACHO,2009-07-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,909,10,330,1
1170,DUNGAN,MACHO,2007-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,910,1,79,1
1171,DUCKE,MACHO,2010-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1016,9,334,1
1172,POUPE,HEMBRA,2005-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1048,10,328,1
1173,BLACKY,HEMBRA,2009-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,30,326,1
1174,PANCHITA,HEMBRA,2011-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1049,9,333,1
1175,LOLA,HEMBRA,2006-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,911,1,190,1
1176,MATEO,MACHO,2010-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1018,1,197,1
1177,BLANQUITA,HEMBRA,2006-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,911,29,326,1
1178,AKILES,MACHO,2011-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1051,1,220,1
1179,ROSITA,HEMBRA,2006-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,911,1,326,1
1180,CACIQUE,HEMBRA,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1052,1,79,1
1181,MOTOR,MACHO,2009-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1019,15,344,2
1182,TAO,MACHO,2010-07-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,912,3,330,1
1183,MATU,HEMBRA,2007-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1053,7,74,1
1184,ELECTRA,HEMBRA,2005-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1054,1,374,1
1185,YUMA,,2008-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1020,1,326,1
1186,LOLO,MACHO,2008-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1055,1,326,1
1187,MISSY,HEMBRA,2009-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,913,9,333,1
1188,LUNA,HEMBRA,2007-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1056,1,333,1
1189,LEO,MACHO,2005-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,914,1,324,1
1190,MONO,MACHO,2009-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1057,30,326,1
1191,RINGO,MACHO,2010-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,915,10,330,1
1192,JULIO,,2004-08-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,3,124,1
1193,OLIVER,MACHO,2010-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1058,9,39,1
1194,MAGO,MACHO,2006-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1060,15,326,2
1195,LORENZO,MACHO,2006-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,917,10,331,1
1196,MOLLI,HEMBRA,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,1,324,1
1197,DALI,MACHO,2005-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,918,1,161,1
1198,CLARA,HEMBRA,2010-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1062,1,99,1
1199,LOLA,HEMBRA,2006-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,919,9,57,1
1200,TITAN,MACHO,2011-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1063,24,330,1
1201,SANSON,MACHO,2011-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1063,9,45,1
1202,SOPHIE,HEMBRA,2010-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,921,30,198,1
1203,NANO,MACHO,2010-08-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1064,9,334,1
1204,DANGO,MACHO,2011-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1065,2,218,1
1205,RAMIRO,MACHO,2008-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,922,30,163,1
1206,SAMANTA,HEMBRA CASTRADA,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1021,18,197,1
1207,CLIO,HEMBRA,2006-10-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1066,3,163,1
1208,LUCAS,MACHO,2008-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,923,1,324,1
1209,FRODO,MACHO,2005-09-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,1,361,1
1210,TEO,MACHO,2005-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1067,1,328,1
1211,TOMY,MACHO,2006-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,924,1,324,1
1212,ROMAN,MACHO,2009-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1023,1,74,1
1213,MISH,,2009-08-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1068,4,344,2
1214,CHICHI,HEMBRA,2009-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1068,3,344,2
1215,MATEO,MACHO,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,926,10,330,1
1216,SUKI,HEMBRA,2011-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1024,1,62,1
1217,DIDI,HEMBRA,2009-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1068,1,344,2
1218,KALI,HEMBRA,2011-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,927,30,163,1
1219,LOLA,HEMBRA,2010-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1069,4,182,1
1220,DINA,HEMBRA,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,18,326,1
1221,OTTO,,2010-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,928,1,326,1
1222,MILLIE,HEMBRA,2011-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1070,9,333,1
1223,CANDY,HEMBRA,2010-10-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,927,1,381,1
1224,NICO,MACHO,2011-10-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1026,3,341,1
1225,BRONCO,MACHO,2010-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1071,18,500,1
1226,LAURA,HEMBRA,2005-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1072,1,99,1
1227,ATILA,MACHO,2008-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,927,30,163,1
1228,FRIDA,HEMBRA,2007-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1073,1,324,1
1229,LUCIO,MACHO CASTRADO,2008-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,929,1,345,2
1230,TOMAS,MACHO,2011-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1074,1,326,1
1231,NICO,MACHO,2011-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1076,6,79,1
1232,JUANA,,2011-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,930,1,79,1
1233,MORIA CASAN,HEMBRA,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1027,22,334,1
1234,MILLIE,HEMBRA,2005-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1077,1,324,1
1235,SHIRKAN,MACHO,2008-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,931,3,81,1
1236,CHIQUITO,MACHO,2008-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1078,18,326,1
1237,TONY,MACHO,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1028,18,74,1
1238,KITY,HEMBRA,2011-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1079,22,333,1
1239,RUFUS,MACHO,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1029,7,338,1
1240,SPRITE,HEMBRA,2010-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1080,23,344,2
1241,AGUSTINA,HEMBRA CASTRADA,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1030,1,344,2
1242,MANUELA,HEMBRA,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1081,9,315,1
1243,CHARLY (LOLO),MACHO,2010-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1031,3,330,1
1244,PATXI,HEMBRA,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1081,3,371,1
1245,SACU,MACHO,2010-10-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1083,18,193,1
1246,LOLA,HEMBRA,2010-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1031,3,330,1
1247,MUSS,MACHO,2006-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1084,22,333,1
1248,EVA,HEMBRA CASTRADA,2010-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1031,1,79,1
1249,THAY,HEMBRA,2011-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1085,30,218,1
1250,CLEO,HEMBRA,2010-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1031,10,330,1
1251,YARA,HEMBRA,2006-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1086,46,326,2
1252,FEFO,MACHO,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1087,25,328,1
1253,NINA,HEMBRA,2008-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1032,3,330,1
1254,REINA,HEMBRA,2006-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1088,3,330,1
1255,CHARLIE,MACHO,2008-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,932,18,500,1
1256,RUBIO,MACHO,2004-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1088,3,330,1
1257,CALI,HEMBRA,2008-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1089,1,79,1
1258,CAMPEON,MACHO,2009-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,933,3,328,1
1259,COCO,HEMBRA,2008-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1090,9,39,1
1260,TOSCA,HEMBRA,2006-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,3,202,1
1261,PUPO,MACHO,2006-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1091,3,218,1
1262,FABRI,HEMBRA CASTRADA,2010-07-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,935,30,79,1
1263,SAMI,MACHO,2009-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1092,1,330,1
1264,LUCKY,HEMBRA,2007-09-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,936,6,326,1
1265,HIJO,MACHO,2010-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1093,18,326,1
1266,TATI,HEMBRA,2007-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1094,9,334,1
1267,EMA,HEMBRA,2009-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,937,10,330,1
1268,NINA,HEMBRA,2010-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,9,334,1
1269,COBI,MACHO,2008-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1032,1,79,1
1270,NASHA,HEMBRA,2011-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,938,7,338,1
1271,MAULA,HEMBRA CASTRADA,2009-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1096,1,344,2
1272,RITA,HEMBRA,2008-08-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1033,9,104,1
1273,MALU,HEMBRA,2009-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1097,3,330,1
1274,MORK,MACHO,2009-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1034,1,326,1
1275,SCHATZIE,MACHO CASTRADO,2006-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,939,16,326,1
1276,LULI,HEMBRA,2006-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1098,1,500,1
1277,PAMPA,HEMBRA,2010-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1035,1,79,1
1278,BLACKY,HEMBRA,2010-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,939,3,340,1
1279,PAMPERO,MACHO CASTRADO,2008-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1099,3,326,2
1280,ELECTRA,HEMBRA,2006-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1100,2,326,1
1281,BLACKY,HEMBRA,2010-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,939,3,340,1
1282,JUANI,HEMBRA,2010-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1036,3,330,1
1283,MORA,,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1101,1,500,16
1284,CALA,HEMBRA,2006-01-01T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,940,9,334,1
1285,CARUSO,MACHO,2010-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1037,1,46,1
1286,CORDERA,HEMBRA,2008-07-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1102,1,5,1
1287,MANOLA,HEMBRA,2010-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1037,58,273,1
1288,KLAUS,MACHO,2011-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,941,10,330,1
1289,LOBA,HEMBRA,2008-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1103,34,340,1
1290,AMBAR,HEMBRA,2007-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,940,9,334,1
1291,ULISES,MACHO,2003-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1037,18,500,1
1292,RENATA,HEMBRA,2007-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1104,23,33,1
1293,NACHO,MACHO,2007-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1105,9,57,1
1294,CAMILA,HEMBRA,2010-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,942,9,334,1
1295,ANTA,HEMBRA,2009-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1106,1,324,1
1296,MORENA,HEMBRA,2008-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,944,34,326,1
1297,FRIDA,HEMBRA,2004-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1037,1,79,1
1298,JUNIOR,MACHO,2010-07-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1038,30,341,1
1299,BAMBA,HEMBRA,2007-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1107,3,206,1
1300,PEPE,MACHO,2010-07-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1038,1,326,1
1301,LUNA,HEMBRA,2006-09-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1108,1,79,1
1302,BOBY BROWN,MACHO,2008-07-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1107,2,202,1
1303,JUANCHO,MACHO,2010-07-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1038,39,326,1
1304,KENT,MACHO,2006-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1146,30,163,1
1305,GANDALF,MACHO,2008-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1039,4,120,2
1306,ITAI,HEMBRA,2008-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,9,333,1
1307,ROMEO,MACHO,2007-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1147,1,39,1
1308,PEREZ PABLO,MACHO,2010-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1040,1,326,1
1309,MORA,HEMBRA,2011-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1110,10,328,1
1310,DANDI,MACHO,2007-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1041,2,343,1
1311,GORDO,MACHO,2011-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1148,1,324,1
1312,CHICHI,HEMBRA,2010-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1111,23,33,1
1313,PEQUI,HEMBRA CASTRADA,2011-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1148,1,324,1
1314,REINA,HEMBRA,2009-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1042,1,343,1
1315,ANY,HEMBRA,2009-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1112,23,33,1
1316,GRACE,HEMBRA,2010-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1149,25,343,1
1317,GUILLIAN,HEMBRA,2007-10-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1043,30,163,1
1318,MESTIZO,MACHO,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1150,30,326,1
1319,LOLA,HEMBRA,2011-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1113,24,124,1
1320,JUANITA,HEMBRA,2011-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1044,30,124,1
1321,FLOPI,HEMBRA,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,6,79,1
1322,DOROTHY,HEMBRA,2011-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1114,9,334,1
1323,YAMBO,MACHO,2005-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1045,18,326,1
1324,BOMBON,HEMBRA,2011-11-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1152,3,330,1
1325,CAMILA,HEMBRA,2009-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1115,3,163,1
1326,CHICO,MACHO,2011-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1154,18,388,1
1327,RUFFO,MACHO,2007-07-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1046,1,79,1
1328,ROTWEILER,MACHO,2008-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1116,2,163,1
1329,CORBATA,MACHO,2011-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1155,1,326,1
1330,LUCKY,HEMBRA,2007-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1156,1,326,1
1331,SAM,HEMBRA,2011-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1047,1,500,16
1332,FELINO,MACHO,2010-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1117,15,344,2
1333,MUNK,MACHO,2007-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1157,3,338,1
1334,RICKY,MACHO,2010-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,103,1,324,1
1335,ALEX,MACHO,2009-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1157,2,218,1
1336,PATUF,MACHO,2011-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1158,1,190,1
1337,PRINCESA,HEMBRA,2009-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,103,9,333,1
1338,ROCCO,MACHO,2009-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1159,9,334,1
1339,MORA,HEMBRA,2011-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,103,1,379,1
1340,ZUMBA,MACHO,2012-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1251,2,338,1
1341,MESTIZO,MACHO,2009-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1160,30,326,1
1342,ENZO,MACHO,2012-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1252,9,333,1
1343,MIA,HEMBRA,2008-08-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1161,70,78,1
1344,PACO,MACHO,2012-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1253,27,333,1
1345,KYRA,HEMBRA,2010-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,30,218,1
1346,LUNA,HEMBRA,2011-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1254,6,99,1
1347,VIDU,MACHO,2011-09-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1163,10,330,1
1348,VICENTE,MACHO,2011-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1255,10,330,1
1349,SOL,,2008-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1164,18,326,1
1350,ABRIL,HEMBRA CASTRADA,2012-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,688,1,92,1
1351,SANTINO,MACHO CASTRADO,2011-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1165,1,79,1
1352,AUDI,HEMBRA,2012-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,308,30,218,1
1353,ATEA,HEMBRA,2007-07-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1166,1,79,1
