id,NOMBRE,SEXO,FECHA_NAC,deceso,observaciones,nro_chip,socio,enabled,clienteId,colorId,razaId,especieId
6436,MILLIE,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,3453,30,79,1
6437,MANUELA,HEMBRA CASTRADA,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4788,7,500,1
6438,DANI,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4918,29,344,2
6439,ODIE,MACHO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4993,9,333,1
6440,DILAN,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4854,10,328,1
6441,BELO,MACHO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4789,3,344,2
6442,SALEM,MACHO CASTRADO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4919,3,344,2
6443,CARMELA,HEMBRA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4350,4,344,2
6444,MARTIN,MACHO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4994,18,326,1
6445,YAGUAR?,MACHO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,781,25,80,1
6446,LUCAS,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4920,3,148,1
6447,AMUNET,HEMBRA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1295,3,344,2
6448,BRASBOUR,MACHO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4995,2,202,1
6449,UMA,HEMBRA ENTERA,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4790,1,326,1
6450,BLANQUITA,HEMBRA CASTRADA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4831,9,326,1
6451,PAMELA,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4855,56,343,1
6452,LUNA,HEMBRA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4996,9,333,1
6453,LUNA,HEMBRA ENTERA,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4791,1,349,1
6454,EROS,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4922,2,326,1
6455,MANUELA,HEMBRA ENTERA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4997,1,326,2
6456,OLIVIA,HEMBRA ENTERA,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4792,2,330,1
6457,ISIS,HEMBRA ENTERA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4923,1,500,1
6458,CHIQUI,,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4998,1,333,1
6459,BOSSA,HEMBRA ENTERA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4856,1,197,1
6460,LOLA,HEMBRA,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4793,2,74,1
6461,CHIQUITIN,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,2754,29,326,1
6462,DIKE,MACHO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4999,1,338,1
6463,SEP?,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4857,18,338,1
6464,REN?,MACHO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1110,1,326,1
6465,BERLIN,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4924,41,112,1
6466,OLIVIA,HEMBRA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,240,15,331,1
6467,SANDY,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4858,18,343,1
6468,PIPA,HEMBRA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,3476,1,68,1
6469,CARTOON,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4859,1,3,1
6470,LOLO,MACHO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5000,1,333,1
6471,RUBI,HEMBRA CASTRADA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,3741,15,344,2
6472,LOLA,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4860,1,500,1
6473,TALI,MACHO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4794,1,389,1
6474,RENATO?,MACHO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5001,4,344,2
6475,LOBO,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4925,25,62,1
6476,LOOK,MACHO CASTRADO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,2725,1,197,1
6477,RAFAELLA,HEMBRA,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4795,1,500,1
6478,BABAJI,MACHO CASTRADO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5002,16,326,1
6479,RUBIA,HEMBRA ENTERA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4926,1,347,1
6480,LORENZO,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,3401,9,344,2
6481,CHOKO,HEMBRA CASTRADA,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4796,3,186,1
6482,REINA,HEMBRA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5003,36,344,2
6483,TIZON,MACHO CASTRADO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4517,3,340,1
6484,ANAH?,HEMBRA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,16,326,1
6485,MILO,MACHO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1107,2,202,1
6486,AMARILLA,HEMBRA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,3561,15,326,1
6487,MICHEL,HEMBRA ENTERA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4734,1,326,2
6488,MANUELA,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4861,1,347,1
6489,NEGRITO,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,3561,3,326,1
6490,LOLA,HEMBRA CASTRADA,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,2402,2,378,1
6491,CHIMUELA,HEMBRA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,1,326,2
6492,URI,MACHO CASTRADO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,3401,18,500,13
6493,FRANZ,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,2034,18,343,1
6494,HANZO,MACHO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4797,29,344,2
6495,PATO,MACHO CASTRADO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4964,1,2,1
6496,FELIPE,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4927,1,326,1
6497,LINGO,MACHO ENTERO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4862,1,79,1
6498,JAMBO,MACHO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4798,2,162,1
6499,KEISER,MACHO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5004,16,326,1
6500,MADOX,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4925,23,309,1
6501,CHANO,MACHO CASTRADO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4863,2,193,1
6502,COCO,MACHO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4799,24,333,1
6503,BORIS,MACHO ENTERO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5005,1,333,1
6504,PUMA,HEMBRA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4928,18,338,1
6505,TOMMY,MACHO CASTRADO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4864,1,331,1
6506,CLEO,HEMBRA CASTRADA,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4800,18,326,1
6507,COCO,HEMBRA CASTRADA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4964,3,2,1
6508,MITONA,HEMBRA ENTERA,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4865,1,500,2
6509,MADOX,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,3767,23,309,1
6510,ANAIS,HEMBRA,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,2013,16,326,1
6511,BUDA,MACHO CASTRADO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5006,23,174,1
6512,MIMOSA,HEMBRA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4929,1,500,1
6513,LOLO,MACHO CASTRADO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4643,4,344,2
6514,NACHO,MACHO CASTRADO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,307,1,326,2
6515,MIKY,,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4930,1,500,1
6516,FATIGA,MACHO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4801,25,343,1
6517,PILLO,MACHO ENTERO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5007,1,326,2
6518,DAIKO,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4931,1,326,1
6519,NEGRA,HEMBRA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4932,3,326,1
6520,ROUCO,MACHO CASTRADO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4802,1,326,2
6521,MANCHITA,HEMBRA CASTRADA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5008,1,326,1
6522,PICHI,HEMBRA CASTRADA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4933,23,344,2
6523,LUNA,HEMBRA CASTRADA,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4803,18,124,1
6524,SIMONA,HEMBRA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5009,25,333,1
6525,VITTO,MACHO,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4866,24,330,1
6526,CAMILA,HEMBRA CASTRADA,2006-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4804,25,326,1
6527,MACUCO,MACHO,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4866,23,500,1
6528,GORDON,MACHO CASTRADO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4805,16,344,2
6529,SIMON,MACHO,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4202,1,326,1
6530,TINA,HEMBRA,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1081,3,344,2
6531,JULIA,HEMBRA CASTRADA,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4867,1,309,1
6532,POCHO,MACHO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4806,2,500,1
6533,RUMBA,HEMBRA CASTRADA,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4868,30,218,1
6534,CHOPIN JR,MACHO,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4807,4,344,2
6535,ULISES,MACHO,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4869,24,330,1
6536,ABRIL,HEMBRA CASTRADA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4916,3,326,1
6537,?RSULA,HEMBRA,2018-12-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4808,3,344,2
6538,LULI,HEMBRA,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4459,48,326,1
6539,TATIANA,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4809,18,326,1
6540,VENUS,HEMBRA CASTRADA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4964,9,184,1
6541,TANA,HEMBRA ENTERA,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4870,1,133,1
6542,YUMA,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4810,7,338,1
6543,TANA,HEMBRA ENTERA,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4871,1,133,1
6544,BOOGIE,MACHO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4964,4,2,1
6545,AGUS,MACHO CASTRADO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4832,15,344,2
6546,UMA,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,18,326,1
6547,ANGELO,MACHO ENTERO,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4870,1,326,2
6548,OSITA,HEMBRA CASTRADA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,3591,18,193,1
6549,PEPE,MACHO CASTRADO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4811,1,328,1
6550,OSVALDO,MACHO CASTRADO,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4870,1,326,2
6551,CHOLO,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4936,15,330,1
6552,TATO,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4812,24,330,1
6553,THOR,MACHO CASTRADO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5010,18,338,1
6554,KYLE,MACHO CASTRADO,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4872,18,326,1
6555,OLIVIA,HEMBRA ENTERA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4937,1,326,2
6556,MARA,HEMBRA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4813,24,92,1
6557,GRISI,MACHO CASTRADO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,48,344,2
6558,LUNA,HEMBRA CASTRADA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4938,30,326,1
6559,LISA,HEMBRA CASTRADA,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,2989,9,333,1
6560,MATSIU,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4001,30,326,1
6561,DANDY,MACHO ENTERO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,2005,30,326,1
6562,LUCA,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4938,3,148,1
6563,YENNY,,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1191,1,333,1
6564,BARLOVENTO,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4814,48,344,2
6565,MILLIE,HEMBRA CASTRADA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5011,9,333,1
6566,FLOKI,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4939,29,500,1
6567,KIKKA,HEMBRA,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4102,30,326,1
6568,CELESTE,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4815,3,330,1
6569,ESPERANZA,HEMBRA CASTRADA,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4873,15,326,1
6570,GERTRUDIS,HEMBRA CASTRADA,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4940,17,344,2
6571,DUQUE,MACHO CASTRADO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4042,1,326,1
6572,CHARLIE,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4816,16,500,1
6573,CONER,MACHO CASTRADO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5012,1,341,1
6574,AFRO,MACHO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4941,30,124,1
6575,GASPER,MACHO ENTERO,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,2985,1,333,1
6576,KIRA,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,18,326,1
6577,SIMON,MACHO CASTRADO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5012,1,193,1
6578,SANTI,MACHO CASTRADO,2019-03-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4942,2,326,1
6579,RINGO,MACHO,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4874,2,74,1
6580,COCHI,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,1,326,1
6581,MORA,HEMBRA CASTRADA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5013,24,330,1
6582,BOTITA,HEMBRA,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4943,25,344,2
6583,BLUK,MACHO ENTERO,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4875,1,333,1
6584,RICO,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4817,1,344,2
6585,ROMA,HEMBRA ENTERA,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4944,1,193,1
6586,HOMERO,MACHO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5014,41,112,1
6587,OLI,HEMBRA CASTRADA,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4876,1,326,1
6588,ADELA,HEMBRA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4818,18,326,1
6589,CHESTER,MACHO,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4945,3,330,1
6590,EMMA,HEMBRA CASTRADA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5015,3,326,1
6591,LUPI,MACHO,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,3187,18,343,1
6592,ZHOE,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4819,2,378,1
6593,FIFI,HEMBRA CASTRADA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5016,1,326,1
6594,NICO,HEMBRA CASTRADA,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4946,23,248,1
6595,LOLA,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4820,1,161,1
6596,RAMONA,HEMBRA CASTRADA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5017,48,344,2
6597,MIMI,HEMBRA CASTRADA,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4486,1,324,1
6598,BRISA,HEMBRA CASTRADA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,3571,18,326,1
6599,LUNA,HEMBRA CASTRADA,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,42,1,326,1
6600,CLIFORD,MACHO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5018,9,333,1
6601,CHULA,HEMBRA ENTERA,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4947,1,389,1
6602,BRONCO,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4821,30,500,1
6603,BARTOLO,MACHO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5019,25,344,2
6604,PACO,MACHO ENTERO,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1323,1,326,1
6605,PIPA,HEMBRA ENTERA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4822,1,2,1
6606,THOR,MACHO CASTRADO,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,3081,10,331,1
6607,EMILIA,HEMBRA CASTRADA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5020,2,345,2
6608,LUNA,HEMBRA CASTRADA,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4948,7,74,1
6609,CORA,HEMBRA ENTERA,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4822,1,500,1
6610,PELUSA,HEMBRA CASTRADA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,189,18,326,1
6611,MICAELA,HEMBRA,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4337,25,344,2
6612,BRANCA,HEMBRA CASTRADA,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4953,29,382,1
6613,DRAKE,MACHO,2019-05-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5021,30,196,1
6614,JUANCHO,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4823,15,330,1
6615,NEGAO,MACHO CASTRADO,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4373,3,344,2
6616,ROMAN,MACHO,2019-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5022,2,74,1
6617,TANO,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4824,18,112,1
6618,INDIA,HEMBRA CASTRADA,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4877,3,330,1
6619,PETER,MACHO CASTRADO,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4949,16,344,2
6620,CANDY,HEMBRA,2019-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5023,10,331,1
6621,LOKI,MACHO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4020,41,132,1
6622,ANGELO,MACHO ENTERO,2019-02-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4871,1,326,2
6623,CANELA,HEMBRA CASTRADA,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4950,18,338,1
6624,AZUCENA,HEMBRA CASTRADA,2019-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,1834,1,326,1
6625,TOM,MACHO CASTRADO,2019-04-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4951,1,218,1
6626,DOLCE,MACHO CASTRADO,2019-01-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,4825,7,344,2
6627,WILSON,MACHO,2019-06-20T00:00:00.000Z,1000-01-01,Sin observaciones,000000000,FALSE,TRUE,5024,3,326,1
