id,nombre,sexo,nacimiento,deceso,observaciones,nro_chip,socio,enabled,clienteId,colorId,razaId,especieId
895,DANKO,Macho,2014-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,224,1,39,1
896,"Minie mouse",Hembra,2008-08-16,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,127,23,5,1
897,Renata,Hembra,2019-11-28,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,227,3,28,1
898,BLUE,Macho,2018-05-24,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,129,4,52,1
899,WENDY,Hembra,2019-11-13,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,229,23,50,1
900,Bicha,Hembra,2008-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,233,9,28,1
901,ORO,Macho,2012-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3,10,31,1
902,Rocco,Macho,2019-11-18,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,236,30,47,1
903,UMMA,Hembra,2018-07-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,8,11,34,1
904,Fofito,Macho,2006-11-09,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,239,1,29,1
905,ZEUS,Macho,2019-06-26,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,11,11,39,1
906,RUFFO,Macho,2010-05-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,241,9,26,1
907,SIMON,Macho,2019-09-27,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,16,3,31,1
908,Rumba,Hembra,2010-05-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,243,1,46,1
909,VALENTINA,Hembra,2012-10-07,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,20,1,5,1
910,PASCAL,Macho,2019-10-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,250,9,26,1
911,Abril,Hembra,2021-12-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,20,1,47,1
912,FLEMING,Macho,2016-12-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,250,10,17,1
913,FELIPE,Macho,2019-09-11,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,22,3,14,1
914,Lili,Hembra,2013-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,253,1,136,2
915,ANGRA,Hembra,2019-06-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,23,2,2,1
916,Lili,Hembra,2013-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,253,1,136,2
917,cleo,Hembra,2009-05-16,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,254,1,20,1
918,Ofelia,Hembra,2020-04-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,254,3,31,1
919,BONO,Macho,2019-11-16,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,255,2,31,1
920,LOLA,Hembra,2017-07-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,25,3,31,1
921,SIMONA,Hembra,2006-05-03,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,259,11,31,1
922,BETA,Hembra,2014-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,259,23,3,1
923,India,Hembra,2022-03-25,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,25,1,31,1
924,UMA,Hembra,2011-06-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,262,1,45,1
925,GRETA,Hembra,2019-09-25,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,47,3,20,1
926,Maggie,Hembra,2022-07-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,262,1,45,1
927,Bobi,Macho,2018-02-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,47,4,136,2
928,KURO,Macho,2017-06-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,264,3,136,2
929,Nelson,Macho,2022-06-22,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,47,1,20,1
930,GILA,Hembra,2010-05-01,2020-08-13,"Sin observaciones",0000000000,FALSE,TRUE,264,11,31,1
931,Ainza,Hembra,2018-11-30,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,264,21,119,2
932,Tana,Hembra,2022-06-22,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,47,1,20,1
933,IVO,Macho,2010-11-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,264,1,136,2
934,HANNA,Hembra,2019-10-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,54,9,28,1
935,KIMBA,Hembra,2019-10-09,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,266,3,23,1
936,MATILDE,Hembra,2019-10-13,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,56,2,47,1
937,Colita,Hembra,2012-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,270,30,31,1
938,simon,Macho,2017-03-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,56,10,10,1
939,SACK,Macho,2019-12-07,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,270,1,6,1
940,TOMY,Macho,2009-10-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,58,4,36,1
941,Angel,Hembra,2016-07-29,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,276,11,31,1
942,LUKY,Macho,2017-02-17,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,58,9,28,1
943,Rescatado,Macho,2022-03-14,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,276,1,31,1
944,Felipe,Macho,2011-01-31,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,279,3,24,1
945,TIMOTEO,Macho,2019-06-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,62,2,31,1
946,MIA,Hembra,2014-04-13,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,279,1,24,1
947,ARI,Hembra,2009-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,64,7,31,1
948,Pampa,Hembra,2017-04-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,281,34,17,1
949,JUNIOR,Macho,2016-02-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,66,10,10,1
950,PIPPO,Macho,2019-12-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,284,3,31,1
951,NEGRITO,Macho,2017-03-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,69,3,31,1
952,Simon,Macho,2019-12-19,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,288,1,28,1
953,VICCENZO,Macho,2019-08-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,74,11,29,1
954,Luna,Hembra,2023-11-09,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,288,1,3,1
955,ZUKA,Hembra,2014-09-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,74,34,20,1
956,BLACKIE,Macho,2019-12-17,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,290,3,5,1
957,TEQUILA,Hembra,2019-09-18,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,76,1,28,1
958,Teo,Macho,2018-11-07,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,296,9,28,1
959,BALOO,Macho,2019-10-28,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,81,1,2,1
960,PLAGUIN,Macho,2016-02-07,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,297,3,136,2
961,DAMIEN,Macho,2020-05-27,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,297,3,31,2
962,KONGO,Macho,2019-10-27,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,83,3,31,1
963,SALLY,Hembra,2017-04-30,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,297,3,31,2
964,Conga,Hembra,2022-01-30,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,83,1,31,1
965,THIAGO,Macho,2007-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,86,1,28,1
966,EMMA,Hembra,2013-01-14,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,91,3,39,1
967,Mittens,Hembra,2019-12-24,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,298,1,136,2
968,NINA,Hembra,2014-04-17,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,93,9,28,1
969,OLIVER,Macho,2019-12-24,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,308,11,31,1
970,ANTONIA,Hembra,2019-04-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,96,9,26,1
971,NARA,Hembra,2011-01-01,2023-07-08,"Sin observaciones",0000000000,FALSE,TRUE,308,1,41,1
972,Julia,Hembra,2008-06-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,96,4,55,1
973,MORA,Hembra,2020-10-22,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,308,3,136,2
974,ITALIA,Hembra,2008-11-17,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,98,11,31,1
975,Bongo,Macho,2023-12-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,308,1,41,1
976,BURRITO,Macho,2019-09-13,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,99,1,39,1
977,THOR,Macho,2016-03-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,309,1,31,1
978,TYRON,Macho,2019-01-28,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,311,23,3,1
979,VIOLETA,Hembra,2013-07-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,103,3,20,1
980,MONA,Hembra,2023-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,311,25,31,1
981,BERTA,Hembra,2014-01-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,103,3,20,1
982,POLO,Macho,2018-10-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,312,1,39,1
983,PICKY,Hembra,2016-06-16,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,107,28,24,1
984,MARA,Hembra,2017-05-03,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,314,1,41,1
985,FINN,Macho,2016-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,109,1,12,1
986,Jacobo,Macho,2018-09-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,316,4,126,2
987,ALPARGATA,Macho,2019-11-18,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,111,1,31,1
988,Tano,Macho,2013-11-27,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,317,30,47,1
989,Runa,Hembra,2019-11-17,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,318,3,136,2
990,OLIVER,Macho,2018-10-23,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,116,1,136,2
991,Ruperto,Macho,2021-05-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,318,3,136,2
992,NEGRITO,Macho,2006-02-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,118,3,31,1
993,Bella,Hembra,2009-01-22,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,319,9,12,1
994,CASIOPEA,Hembra,2019-10-26,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,121,1,136,2
995,BLACKY,Macho,2019-12-17,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,321,45,5,1
996,JAKE,Macho,2013-04-09,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,123,2,235,1
997,INDIANA,Hembra,2013-07-05,2023-04-23,"Sin observaciones",0000000000,FALSE,TRUE,322,23,66,1
998,VIEJA,Hembra,2001-06-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,131,1,31,1
999,NUNI,Hembra,2019-07-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,324,1,9,1
1000,Rita,Hembra,2010-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,131,1,31,1
1001,Teo,Macho,2020-07-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,324,11,9,1
1002,Leon,Macho,2018-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,131,1,31,1
1003,Aquiles,Macho,2019-12-25,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,326,1,2,1
1004,Raisa,Hembra,2020-01-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,329,3,44,1
1005,LUNA,Hembra,2006-02-22,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,132,2,3,1
1006,BASTET,Hembra,2019-12-09,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,332,34,136,2
1007,LALI,Hembra,2008-01-11,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,133,1,31,1
1008,PIRATA,Macho,2019-08-22,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,334,9,31,1
1009,APIRA,Hembra,2014-07-13,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,135,2,13,1
1010,LUNA,Macho,2015-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,337,1,136,2
1011,SIMBA,Macho,2015-10-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,140,29,136,2
1012,TANGO,Macho,2020-01-29,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,339,3,31,1
1013,KIKA,Hembra,2019-12-27,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3091,58,47,1
1014,TOBY,Macho,2017-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,141,1,31,1
1015,PISTACHO,Macho,2019-12-09,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3101,4,136,2
1016,KORI,Macho,2016-10-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,142,1,119,2
1017,Moshi,Macho,2016-10-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3101,1,136,2
1018,Anka,Hembra,2022-10-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3101,1,41,1
1019,MILO,Macho,2013-07-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3104,7,127,2
1020,POMPON,Macho,2020-01-09,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3109,3,5,1
1021,Toto,Macho,2014-12-24,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3109,1,41,1
1022,MIA,Hembra,2020-04-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3112,23,136,2
1023,CAMILO,Macho,2011-08-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3114,3,31,1
1024,CIARA,Hembra,2006-06-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3115,1,67,1
1025,ITI,Hembra,2013-09-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,144,1,31,1
1026,ELLA,Hembra,2016-09-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3115,34,31,1
1027,TOGO,Macho,2014-06-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,144,1,31,1
1028,KELEV,Macho,2019-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3115,10,31,1
1029,BLACKIE,Hembra,2019-09-28,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,147,6,20,1
1030,RUSITO,Macho,2019-06-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3117,16,136,2
1031,OLIVIA,Hembra,2019-10-19,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,151,9,12,1
1032,LUNA,Hembra,2020-01-13,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3134,11,31,1
1033,PERLA,Hembra,2015-12-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3134,11,31,1
1034,VANESSA,Macho,2010-11-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3138,1,31,1
1035,PAMPA,Macho,2017-12-23,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3141,2,31,1
1036,TITA,Hembra,2021-05-11,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3144,1,136,2
1037,LOLA,Hembra,2020-01-17,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3209,6,20,1
1038,Kooba,Macho,2018-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3144,1,136,2
1039,NINA,Hembra,2016-04-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3210,28,24,1
1040,TITO,Macho,2018-03-18,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3146,1,19,1
1041,TONGA,Hembra,2014-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3220,11,69,1
1042,Noah,Hembra,2022-05-18,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3146,1,2,1
1043,COCO,Macho,2009-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3223,10,10,1
1044,SIMON,Macho,2013-02-17,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3149,25,31,1
1045,Lorenzo,Macho,2014-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3223,10,10,1
1046,JAGGER,Macho,2019-08-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3225,1,39,1
1047,FORTACHON,Macho,2014-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3227,1,119,2
1048,Ringo,Macho,2020-02-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3232,9,12,1
1049,TOTO,Macho,2020-02-19,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3151,2,31,1
1050,SHAGGY,Macho,2013-11-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3237,9,28,1
1051,Fatiga,Hembra,2011-05-28,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3151,1,31,1
1052,RUBIA,Hembra,2021-10-16,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3237,1,31,1
1053,JOSEFINA,Hembra,2023-03-14,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3151,1,31,1
1054,LOLA,Hembra,2006-05-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3240,3,28,1
1055,CAPITAN,Macho,2020-01-17,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3153,3,20,1
1056,Eva,Hembra,2015-04-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3240,1,32,1
1057,LUFFY,Macho,2020-01-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3154,9,49,1
1058,GEORGIAN,Macho,2020-02-14,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3242,6,20,1
1059,BLACKIE,Macho,2008-05-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3156,4,28,1
1060,FLOPY,Hembra,2009-03-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3260,11,5,1
1061,OSO,Macho,2020-01-17,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3159,3,20,1
1062,Naro,Macho,2011-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3263,9,49,1
1063,PEDRO,Macho,2019-08-24,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3266,3,20,1
1064,FORTACHON,Macho,2018-05-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3161,23,119,2
1065,FE,Hembra,2020-02-16,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3269,4,36,1
1066,ROMA,Hembra,2020-01-16,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3163,1,31,1
1067,MALON,Macho,2019-07-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3164,30,23,1
1068,BOCHI,Macho,2020-01-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3168,1,136,2
1069,Mango,Macho,2020-10-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3168,1,136,2
1070,Homero,Macho,2021-01-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3168,1,31,2
1071,FIGO,Macho,2023-11-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3168,1,136,2
1072,NOVAK,Macho,2013-10-23,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3170,1,48,1
1073,BUENO,Macho,2019-12-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3273,1,12,1
1074,KARMELA,Hembra,2020-03-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3174,1,136,2
1075,GALA,Hembra,2020-02-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3275,1,31,1
1076,EMMA,Hembra,2015-02-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3177,24,68,1
1077,EVAN,Macho,2020-01-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3278,1,31,1
1078,NALA,Hembra,2020-01-23,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3179,34,39,1
1079,Tom,Macho,2018-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3278,1,136,2
1080,ramon,Macho,2020-01-27,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3182,11,31,1
1081,PERRY,Macho,2017-04-29,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3280,3,31,1
1082,KUKA,Hembra,2010-08-21,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3186,3,17,1
1083,NINA,Hembra,2018-04-19,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3283,4,2,1
1084,RUFUS,Macho,2010-02-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3186,1,31,1
1085,AARON,Macho,2020-01-09,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3285,1,46,1
1086,PIPPO,Macho,2018-09-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3189,9,12,1
1087,Luna,Hembra,2017-08-21,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3288,9,12,1
1088,RINGO,Macho,2010-06-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3191,3,20,1
1089,YETI,Macho,2021-08-07,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3288,1,12,1
1090,STRIKA,Hembra,2020-03-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3201,24,31,1
1091,TOBY,Macho,2021-08-07,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3288,9,12,1
1092,MATI,Macho,2020-02-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3203,1,31,1
1093,GITANO,Macho,2020-03-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3290,1,53,1
1094,LORENZO,Macho,2020-03-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3204,3,136,2
1095,PINKY,Hembra,2014-03-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3293,3,31,1
1096,KALA,Hembra,2019-04-14,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3205,3,31,1
1097,LUNA,Hembra,2017-01-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3293,1,31,1
1098,TIGRO,Macho,2020-01-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3206,1,136,2
1099,MARA,Hembra,2020-03-23,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3294,3,31,1
1100,DORIAN,Macho,2020-01-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3206,1,136,2
1101,OTTO,Macho,2020-01-26,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3295,10,10,1
1102,LOLA,Hembra,2020-01-13,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3207,4,55,1
1103,Zacha,Hembra,2009-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3295,1,31,1
1104,OLIVIA,Hembra,2019-03-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3208,34,2,1
1105,TONGA,Hembra,2014-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3297,1,69,1
1106,VASCO,Macho,2012-12-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3297,7,39,1
1107,NN,Macho,2023-07-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3297,1,39,1
1108,ENRICO,Macho,2020-03-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3300,1,47,1
1109,CHIQUITIN,Macho,2005-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,101,2,47,1
1110,DAISY,Hembra,2003-09-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3302,9,135,1
1111,MILAN,Macho,2019-11-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,102,10,136,2
1112,RULFO,Macho,2020-02-29,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3304,16,136,2
1113,Lolo,Macho,2013-08-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,102,1,136,2
1114,Leo,Macho,2022-01-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3304,1,136,2
1115,APOLO,Macho,2020-04-17,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,104,3,23,1
1116,NICKS,Macho,2008-01-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3306,1,20,1
1117,JULIUS,Macho,2014-08-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,106,9,19,1
1118,ENRIQUETA,Hembra,2015-01-14,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3306,1,137,1
1119,KEVIN,Macho,2020-05-18,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,108,9,28,1
1120,BADDITA,Hembra,2012-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3306,3,31,1
1121,COOPER,Macho,2020-05-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,110,1,24,1
1122,MEL,Hembra,2007-07-12,2021-03-01,"Sin observaciones",0000000000,FALSE,TRUE,3308,11,31,1
1123,SIMON,Macho,2015-09-22,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,112,10,5,1
1124,LUNA,Hembra,2005-03-20,2020-08-12,"Sin observaciones",0000000000,FALSE,TRUE,3308,1,31,1
1125,CARLO,Macho,2020-04-24,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,113,1,39,1
1126,Juanita,Hembra,2022-08-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,113,1,39,1
1127,MILK,Hembra,2020-07-27,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3308,1,136,2
1128,Bombilla,Macho,2022-12-16,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,113,2,39,1
1129,THUNDER,Macho,2020-07-29,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,3308,1,136,2
1130,Mila,Hembra,2023-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,113,1,31,1
1131,Snarf,Macho,2020-12-04,2021-11-01,"Sin observaciones",0000000000,FALSE,TRUE,3308,1,136,2
